"Language","ISO_code","Phoible_code","Meaning","Form","Trill","Dataset","Latitude","Longitude","Family","Branch","Area","Continent","Rough.M","rough","R_type","r","l","revision","Form_norm","Latitude_fixed","Longitude_fixed"
"Danish","dan","dan","rough","ru","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,NA,TRUE,FALSE,"other","ru",54.8655,9.36284
"Danish","dan","dan","coarse","grov","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5.4,TRUE,NA,TRUE,FALSE,"other","grov",54.8655,9.36284
"Danish","dan","dan","textured","tekstureret","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.8,TRUE,NA,TRUE,FALSE,"other","tekstureret",54.8655,9.36284
"Danish","dan","dan","metallic","metallisk","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-1.9,FALSE,NA,FALSE,TRUE,"other","metallisk",54.8655,9.36284
"Danish","dan","dan","shiny","skinnende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.2,FALSE,NA,FALSE,FALSE,"other","skinnende",54.8655,9.36284
"Danish","dan","dan","polished","poleret","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,NA,TRUE,TRUE,"other","poleret",54.8655,9.36284
"Danish","dan","dan","rippled","piblede","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.1,TRUE,NA,FALSE,TRUE,"other","piblede",54.8655,9.36284
"Danish","dan","dan","matted","sammenfiltret","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.3,TRUE,NA,TRUE,TRUE,"other","sammenfiltret",54.8655,9.36284
"Danish","dan","dan","woolly","uldne","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,NA,FALSE,TRUE,"other","uldne",54.8655,9.36284
"Danish","dan","dan","sandy","sandet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.9,TRUE,NA,FALSE,FALSE,"other","sandet",54.8655,9.36284
"Danish","dan","dan","dented","bulet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.4,TRUE,NA,FALSE,TRUE,"other","bulet",54.8655,9.36284
"Danish","dan","dan","icy","isnende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.3,FALSE,NA,FALSE,FALSE,"other","isnende",54.8655,9.36284
"Danish","dan","dan","scratchy","skrattende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5,TRUE,NA,TRUE,FALSE,"other","skrattende",54.8655,9.36284
"Danish","dan","dan","ceramic","keramisk","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.5,FALSE,NA,TRUE,FALSE,"other","keramisk",54.8655,9.36284
"Danish","dan","dan","gelatinous","gelatinøse","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.2,FALSE,NA,FALSE,TRUE,"other","gelatinøse",54.8655,9.36284
"Danish","dan","dan","bald","skaldet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.1,FALSE,NA,FALSE,TRUE,"other","skaldet",54.8655,9.36284
"Danish","dan","dan","corroded","tæret","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,NA,TRUE,FALSE,"other","tæret",54.8655,9.36284
"Danish","dan","dan","creamy","cremet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.8,FALSE,NA,TRUE,FALSE,"other","cremet",54.8655,9.36284
"Danish","dan","dan","flat","flad","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.7,FALSE,NA,FALSE,TRUE,"other","flad",54.8655,9.36284
"Danish","dan","dan","etched","ætset","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.8,TRUE,NA,FALSE,FALSE,"other","ætset",54.8655,9.36284
"Danish","dan","dan","harsh","barske","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5.5,TRUE,NA,TRUE,FALSE,"other","barske",54.8655,9.36284
"Danish","dan","dan","oily","olieagtig","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.2,FALSE,NA,FALSE,TRUE,"other","olieagtig",54.8655,9.36284
"Danish","dan","dan","crumbly","smuldrende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.2,TRUE,NA,TRUE,TRUE,"other","smuldrende",54.8655,9.36284
"Danish","dan","dan","perforated","perforeret","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.4,TRUE,NA,TRUE,FALSE,"other","perforeret",54.8655,9.36284
"Danish","dan","dan","scaly","skællende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",1.9,TRUE,NA,FALSE,TRUE,"other","skællende",54.8655,9.36284
"Danish","dan","dan","dusty","støvet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.8,FALSE,NA,FALSE,FALSE,"other","støvet",54.8655,9.36284
"Danish","dan","dan","gooey","smattet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.9,FALSE,NA,FALSE,FALSE,"other","smattet",54.8655,9.36284
"Danish","dan","dan","cracked","revnet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,NA,TRUE,FALSE,"other","revnet",54.8655,9.36284
"Danish","dan","dan","ragged","pjaltet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.3,TRUE,NA,FALSE,TRUE,"other","pjaltet",54.8655,9.36284
"Danish","dan","dan","fibrous","fiberholdigt","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.3,TRUE,NA,TRUE,TRUE,"other","fiberholdigt",54.8655,9.36284
"Danish","dan","dan","silky","silkeagtig","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.9,FALSE,NA,FALSE,TRUE,"other","silkeagtig",54.8655,9.36284
"Danish","dan","dan","satiny","satinagtig","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,NA,FALSE,FALSE,"other","satinagtig",54.8655,9.36284
"Danish","dan","dan","smooth","glat","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.9,FALSE,NA,FALSE,TRUE,"other","glat",54.8655,9.36284
"Danish","dan","dan","bristly","strittende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.4,TRUE,NA,TRUE,FALSE,"other","strittende",54.8655,9.36284
"Danish","dan","dan","rocky","stenet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.8,TRUE,NA,FALSE,FALSE,"other","stenet",54.8655,9.36284
"Danish","dan","dan","hairy","behåret","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,NA,TRUE,FALSE,"other","behåret",54.8655,9.36284
"Danish","dan","dan","furry","lodne","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.8,FALSE,NA,FALSE,TRUE,"other","lodne",54.8655,9.36284
"Danish","dan","dan","woven","vævet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.2,FALSE,NA,FALSE,FALSE,"other","vævet",54.8655,9.36284
"Danish","dan","dan","prickly","stikkende","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5.2,TRUE,NA,FALSE,FALSE,"other","stikkende",54.8655,9.36284
"Danish","dan","dan","blunt","sløv","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.5,TRUE,NA,FALSE,TRUE,"other","sløv",54.8655,9.36284
"Danish","dan","dan","thorny","tornede","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5.8,TRUE,NA,TRUE,FALSE,"other","tornede",54.8655,9.36284
"Danish","dan","dan","glassy","glasagtig","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.3,FALSE,NA,FALSE,TRUE,"other","glasagtig",54.8655,9.36284
"Danish","dan","dan","waxy","voksagtig","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-3.6,FALSE,NA,FALSE,FALSE,"other","voksagtig",54.8655,9.36284
"Danish","dan","dan","greasy","fedtet","no","Google",56,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.1,FALSE,NA,FALSE,FALSE,"other","fedtet",54.8655,9.36284
"German","deu","deu","grooved","gerillt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",1.7,TRUE,"trill",TRUE,TRUE,"other","gerillt",48.649,12.4676
"German","deu","deu","velvety","samtig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,"trill",FALSE,FALSE,"other","samtig",48.649,12.4676
"German","deu","deu","coated","beschichtet","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.8,FALSE,"trill",FALSE,FALSE,"other","beschichtet",48.649,12.4676
"German","deu","deu","ribbed","gerippt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.4,TRUE,"trill",TRUE,FALSE,"other","gerippt",48.649,12.4676
"German","deu","deu","stubbly","stoppelig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5,TRUE,"trill",FALSE,TRUE,"other","stoppelig",48.649,12.4676
"German","deu","deu","bubbly","sprudelnd","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-3.3,FALSE,"trill",TRUE,TRUE,"other","sprudelnd",48.649,12.4676
"German","deu","deu","gnarled","knotig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.4,TRUE,"trill",FALSE,FALSE,"other","knotig",48.649,12.4676
"German","deu","deu","abrasive","schleifmittel","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",6.3,TRUE,"trill",FALSE,TRUE,"other","schleifmittel",48.649,12.4676
"German","deu","deu","bony","knochig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.5,TRUE,"trill",FALSE,FALSE,"other","knochig",48.649,12.4676
"German","deu","deu","slippery","rutschig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.2,FALSE,"trill",TRUE,FALSE,"other","rutschig",48.649,12.4676
"German","deu","deu","lumpy","klumpig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.9,TRUE,"trill",FALSE,TRUE,"other","klumpig",48.649,12.4676
"German","deu","deu","rough","rau","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"other","rau",48.649,12.4676
"German","deu","deu","jagged","gezackt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",6.3,TRUE,"trill",FALSE,FALSE,"other","gezackt",48.649,12.4676
"German","deu","deu","wooden","hölzern","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",1.3,TRUE,"trill",TRUE,TRUE,"other","hölzern",48.649,12.4676
"German","deu","deu","metallic","metallisch","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-1.9,FALSE,"trill",FALSE,TRUE,"other","metallisch",48.649,12.4676
"German","deu","deu","polished","poliert","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,"trill",TRUE,TRUE,"other","poliert",48.649,12.4676
"German","deu","deu","painted","gemalt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-3,FALSE,"trill",FALSE,TRUE,"other","gemalt",48.649,12.4676
"German","deu","deu","fine","fein","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.2,FALSE,"trill",FALSE,FALSE,"other","fein",48.649,12.4676
"German","deu","deu","serrated","gezähnt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4,TRUE,"trill",FALSE,FALSE,"other","gezähnt",48.649,12.4676
"German","deu","deu","bumpy","holperig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.3,TRUE,"trill",TRUE,TRUE,"other","holperig",48.649,12.4676
"German","deu","deu","matted","verfilzt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.3,TRUE,"trill",TRUE,TRUE,"other","verfilzt",48.649,12.4676
"German","deu","deu","woolly","wollig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,"trill",FALSE,TRUE,"other","wollig",48.649,12.4676
"German","deu","deu","sandy","sandig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.9,TRUE,"trill",FALSE,FALSE,"other","sandig",48.649,12.4676
"German","deu","deu","dented","verbeult","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.4,TRUE,"trill",TRUE,TRUE,"other","verbeult",48.649,12.4676
"German","deu","deu","icy","eisig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.3,FALSE,"trill",FALSE,FALSE,"other","eisig",48.649,12.4676
"German","deu","deu","scratchy","kratzig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5,TRUE,"trill",TRUE,FALSE,"other","kratzig",48.649,12.4676
"German","deu","deu","gravelly","kiesig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.1,TRUE,"trill",FALSE,FALSE,"other","kiesig",48.649,12.4676
"German","deu","deu","firm","feste","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.2,TRUE,"trill",FALSE,FALSE,"other","feste",48.649,12.4676
"German","deu","deu","frayed","ausgefranst","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.8,FALSE,"trill",TRUE,FALSE,"other","ausgefranst",48.649,12.4676
"German","deu","deu","gelatinous","gallertartig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.2,FALSE,"trill",TRUE,TRUE,"other","gallertartig",48.649,12.4676
"German","deu","deu","bald","kahl","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.1,FALSE,"trill",FALSE,TRUE,"other","kahl",48.649,12.4676
"German","deu","deu","corroded","korrodiert","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,"trill",TRUE,FALSE,"other","korrodiert",48.649,12.4676
"German","deu","deu","creamy","cremig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.8,FALSE,"trill",TRUE,FALSE,"other","cremig",48.649,12.4676
"German","deu","deu","chalky","kreidig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-1.1,FALSE,"trill",TRUE,FALSE,"other","kreidig",48.649,12.4676
"German","deu","deu","holey","löchrig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2,TRUE,"trill",TRUE,TRUE,"other","löchrig",48.649,12.4676
"German","deu","deu","etched","geätzt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.8,TRUE,"trill",FALSE,FALSE,"other","geätzt",48.649,12.4676
"German","deu","deu","slimy","schleimig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.2,FALSE,"trill",FALSE,TRUE,"other","schleimig",48.649,12.4676
"German","deu","deu","oily","ölig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.2,FALSE,"trill",FALSE,TRUE,"other","ölig",48.649,12.4676
"German","deu","deu","lubricated","geschmiert","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.2,FALSE,"trill",TRUE,FALSE,"other","geschmiert",48.649,12.4676
"German","deu","deu","crumbly","krümelig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.2,TRUE,"trill",TRUE,TRUE,"other","krümelig",48.649,12.4676
"German","deu","deu","perforated","perforiert","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.4,TRUE,"trill",TRUE,FALSE,"other","perforiert",48.649,12.4676
"German","deu","deu","scaly","schuppig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",1.9,TRUE,"trill",FALSE,FALSE,"other","schuppig",48.649,12.4676
"German","deu","deu","dusty","staubig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.8,FALSE,"trill",FALSE,FALSE,"other","staubig",48.649,12.4676
"German","deu","deu","cracked","geknackt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,"trill",FALSE,FALSE,"other","geknackt",48.649,12.4676
"German","deu","deu","crisp","knackig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2,TRUE,"trill",FALSE,FALSE,"other","knackig",48.649,12.4676
"German","deu","deu","scrunchy","haargummi","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0.6,TRUE,"trill",TRUE,FALSE,"other","haargummi",48.649,12.4676
"German","deu","deu","fibrous","faserig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",2.3,TRUE,"trill",TRUE,FALSE,"other","faserig",48.649,12.4676
"German","deu","deu","silky","seidig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.9,FALSE,"trill",FALSE,FALSE,"other","seidig",48.649,12.4676
"German","deu","deu","smooth","glatt","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.9,FALSE,"trill",FALSE,TRUE,"other","glatt",48.649,12.4676
"German","deu","deu","bristly","borstig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.4,TRUE,"trill",TRUE,FALSE,"other","borstig",48.649,12.4676
"German","deu","deu","grainy","körnig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",3.9,TRUE,"trill",TRUE,FALSE,"other","körnig",48.649,12.4676
"German","deu","deu","rocky","felsig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",4.8,TRUE,"trill",FALSE,TRUE,"other","felsig",48.649,12.4676
"German","deu","deu","hairy","behaart","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,"trill",TRUE,FALSE,"other","behaart",48.649,12.4676
"German","deu","deu","furry","pelzig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.8,FALSE,"trill",FALSE,TRUE,"other","pelzig",48.649,12.4676
"German","deu","deu","woven","gewebte","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.2,FALSE,"trill",FALSE,FALSE,"other","gewebte",48.649,12.4676
"German","deu","deu","prickly","stachelig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5.2,TRUE,"trill",FALSE,TRUE,"other","stachelig",48.649,12.4676
"German","deu","deu","feathered","gefiedert","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.6,FALSE,"trill",TRUE,FALSE,"other","gefiedert",48.649,12.4676
"German","deu","deu","thorny","dornig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",5.8,TRUE,"trill",TRUE,FALSE,"other","dornig",48.649,12.4676
"German","deu","deu","glassy","glasig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.3,FALSE,"trill",FALSE,TRUE,"other","glasig",48.649,12.4676
"German","deu","deu","waxy","wachsartig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-3.6,FALSE,"trill",TRUE,FALSE,"other","wachsartig",48.649,12.4676
"German","deu","deu","greasy","fettig","yes","Google",52,10,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.1,FALSE,"trill",FALSE,FALSE,"other","fettig",48.649,12.4676
"Greek","ell","ell","grooved","αυλακωμένο","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",1.7,TRUE,"no trill",FALSE,TRUE,"other","αυλακωμένο",39,22
"Greek","ell","ell","velvety","βελουδένιος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-5.3,FALSE,"no trill",FALSE,TRUE,"other","βελουδένιος",39,22
"Greek","ell","ell","coated","επικαλυμμένα","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-2.8,FALSE,"no trill",FALSE,TRUE,"other","επικαλυμμένα",39,22
"Greek","ell","ell","frizzy","κατσαρός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",0.6,TRUE,"no trill",TRUE,FALSE,"other","κατσαρός",39,22
"Greek","ell","ell","ribbed","πλευρωτός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",3.4,TRUE,"no trill",TRUE,TRUE,"other","πλευρωτός",39,22
"Greek","ell","ell","stubbly","κοντοκομένος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",5,TRUE,"no trill",FALSE,FALSE,"other","κοντοκομένος",39,22
"Greek","ell","ell","bubbly","πομφολυγώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-3.3,FALSE,"no trill",FALSE,TRUE,"other","πομφολυγώδης",39,22
"Greek","ell","ell","lacy","δαντελένιος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-1.4,FALSE,"no trill",FALSE,TRUE,"other","δαντελένιος",39,22
"Greek","ell","ell","abrasive","αποξεστικό","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",6.3,TRUE,"no trill",FALSE,FALSE,"other","αποξεστικό",39,22
"Greek","ell","ell","bony","κοκκαλιάρης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",2.5,TRUE,"no trill",TRUE,TRUE,"other","κοκκαλιάρης",39,22
"Greek","ell","ell","slippery","ολισθηρός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-6.2,FALSE,"no trill",TRUE,TRUE,"other","ολισθηρός",39,22
"Greek","ell","ell","lumpy","έχων εξογκώματα","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",2.9,TRUE,"no trill",FALSE,FALSE,"other","έχων εξογκώματα",39,22
"Greek","ell","ell","rough","τραχύς","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",6.2,TRUE,"no trill",TRUE,FALSE,"other","τραχύς",39,22
"Greek","ell","ell","wooden","ξύλινος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",1.3,TRUE,"no trill",FALSE,TRUE,"other","ξύλινος",39,22
"Greek","ell","ell","metallic","μεταλλικός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-1.9,FALSE,"no trill",FALSE,TRUE,"other","μεταλλικός",39,22
"Greek","ell","ell","shiny","λαμπερός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-4.2,FALSE,"no trill",TRUE,TRUE,"other","λαμπερός",39,22
"Greek","ell","ell","painted","ζωγραφισμένο","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-3,FALSE,"no trill",TRUE,FALSE,"other","ζωγραφισμένο",39,22
"Greek","ell","ell","fine","πρόστιμο","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-5.2,FALSE,"no trill",TRUE,FALSE,"other","πρόστιμο",39,22
"Greek","ell","ell","matted","σκεπασμένος με ψάθα","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",0.3,TRUE,"no trill",FALSE,FALSE,"other","σκεπασμένος με ψάθα",39,22
"Greek","ell","ell","woolly","μαλλιαρός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",0,TRUE,"no trill",TRUE,TRUE,"other","μαλλιαρός",39,22
"Greek","ell","ell","sandy","αμμώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",3.9,TRUE,"no trill",FALSE,FALSE,"other","αμμώδης",39,22
"Greek","ell","ell","pebbly","χαλικώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",3.8,TRUE,"no trill",FALSE,TRUE,"other","χαλικώδης",39,22
"Greek","ell","ell","ceramic","κεραμικός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-2.5,FALSE,"no trill",TRUE,FALSE,"other","κεραμικός",39,22
"Greek","ell","ell","crusty","κακότροπος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",2.9,TRUE,"no trill",TRUE,FALSE,"other","κακότροπος",39,22
"Greek","ell","ell","gelatinous","πηκτώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-4.2,FALSE,"no trill",FALSE,FALSE,"other","πηκτώδης",39,22
"Greek","ell","ell","bald","φαλακρός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-4.1,FALSE,"no trill",TRUE,TRUE,"other","φαλακρός",39,22
"Greek","ell","ell","creamy","αφρογαλακτώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-4.8,FALSE,"no trill",TRUE,TRUE,"other","αφρογαλακτώδης",39,22
"Greek","ell","ell","varnished","βερνικωμένο","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-3.7,FALSE,"no trill",TRUE,FALSE,"other","βερνικωμένο",39,22
"Greek","ell","ell","grimy","ρυπαρός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-1.2,FALSE,"no trill",TRUE,FALSE,"other","ρυπαρός",39,22
"Greek","ell","ell","slimy","γλοιώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-5.2,FALSE,"no trill",FALSE,TRUE,"other","γλοιώδης",39,22
"Greek","ell","ell","oily","ελαιώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-6.2,FALSE,"no trill",FALSE,TRUE,"other","ελαιώδης",39,22
"Greek","ell","ell","papery","χαρτώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-3.2,FALSE,"no trill",TRUE,FALSE,"other","χαρτώδης",39,22
"Greek","ell","ell","perforated","διάτρητο","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",0.4,TRUE,"no trill",TRUE,FALSE,"other","διάτρητο",39,22
"Greek","ell","ell","scaly","φολιδωτός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",1.9,TRUE,"no trill",FALSE,TRUE,"other","φολιδωτός",39,22
"Greek","ell","ell","dusty","σκονισμένος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-0.8,FALSE,"no trill",FALSE,FALSE,"other","σκονισμένος",39,22
"Greek","ell","ell","cracked","ραγισμένο","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",3.5,TRUE,"no trill",TRUE,FALSE,"other","ραγισμένο",39,22
"Greek","ell","ell","crisp","τραγανός","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",2,TRUE,"no trill",TRUE,FALSE,"other","τραγανός",39,22
"Greek","ell","ell","fibrous","ινώδης","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",2.3,TRUE,"no trill",FALSE,FALSE,"other","ινώδης",39,22
"Greek","ell","ell","silky","μεταξένιος","no","Google",39,22,"Indo-European","Greek-Armenian","Europe","W and SW Eurasia",-5.9,FALSE,"no trill",FALSE,FALSE,"other","μεταξένιος",39,22
