Language,ISO_code,Phoible_code,Meaning,Form,Trill,Dataset,Latitude,Longitude,Family,Branch,Area,Continent,Rough.M,rough,R_type,r,l,revision,Form_norm,Latitude_fixed,Longitude_fixed,CleanForm,CleanFormLength,CleanFormNorm,CleanFormNormLength
Finnish,fin,fin,blunt,tylppä,yes,Google,62.0000,25.0000,Uralic,Finno-Ugric,Inner Asia,N-C Asia,0.5000,True,trill,False,True,trilled,tylppä,64.7628,25.5577,tylpä,5,tylpä,5
Finnish,fin,fin,glassy,lasimainen,yes,Google,62.0000,25.0000,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-4.3000,False,trill,False,True,trilled,lasimainen,64.7628,25.5577,lasimainen,10,lasimainen,10
Finnish,fin,fin,waxy,vahamainen,yes,Google,62.0000,25.0000,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-3.6000,False,trill,False,False,trilled,vahamainen,64.7628,25.5577,vahamainen,10,vahamainen,10
French,fra,fra,velvety,velouté,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3000,False,trill,False,True,other,velouté,48.0000,2.0000,velouté,7,velouté,7
French,fra,fra,coated,recouvert,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.8000,False,trill,True,False,other,recouvert,48.0000,2.0000,recouvert,9,recouvert,9
French,fra,fra,frizzy,crépu,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.6000,True,trill,True,False,other,crépu,48.0000,2.0000,crépu,5,crépu,5
French,fra,fra,abrasive,abrasif,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3000,True,trill,True,False,other,abrasif,48.0000,2.0000,abrasif,7,abrasif,7
French,fra,fra,bony,osseux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.5000,True,trill,False,False,other,osseux,48.0000,2.0000,oseux,5,oseux,5
French,fra,fra,lumpy,grumeleux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.9000,True,trill,True,True,other,grumeleux,48.0000,2.0000,grumeleux,9,grumeleux,9
French,fra,fra,rough,rugueux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.2000,True,trill,True,False,other,rugueux,48.0000,2.0000,rugueux,7,rugueux,7
French,fra,fra,coarse,grossier,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,5.4000,True,trill,True,False,other,grossier,48.0000,2.0000,grosier,7,grosier,7
French,fra,fra,jagged,déchiqueté,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3000,True,trill,False,False,other,déchiqueté,48.0000,2.0000,déchiqueté,10,déchiqueté,10
French,fra,fra,metallic,métallique,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.9000,False,trill,False,True,other,métallique,48.0000,2.0000,métalique,9,métalique,9
French,fra,fra,painted,peint,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.0000,False,trill,False,False,other,peint,48.0000,2.0000,peint,5,peint,5
French,fra,fra,serrated,cranté,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.0000,True,trill,True,False,other,cranté,48.0000,2.0000,cranté,6,cranté,6
French,fra,fra,bumpy,cahoteux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.3000,True,trill,False,False,other,cahoteux,48.0000,2.0000,cahoteux,8,cahoteux,8
French,fra,fra,matted,emmêlé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.3000,True,trill,False,True,other,emmêlé,48.0000,2.0000,emêlé,5,emêlé,5
French,fra,fra,woolly,laineux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.0000,True,trill,False,True,other,laineux,48.0000,2.0000,laineux,7,laineux,7
French,fra,fra,sandy,sablonneux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.9000,True,trill,False,True,other,sablonneux,48.0000,2.0000,sabloneux,9,sabloneux,9
French,fra,fra,gravelly,graveleux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.1000,True,trill,True,True,other,graveleux,48.0000,2.0000,graveleux,9,graveleux,9
French,fra,fra,ceramic,céramique,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.5000,False,trill,True,False,other,céramique,48.0000,2.0000,céramique,9,céramique,9
French,fra,fra,gelatinous,gélatineux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.2000,False,trill,False,True,other,gélatineux,48.0000,2.0000,gélatineux,10,gélatineux,10
French,fra,fra,bald,chauve,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.1000,False,trill,False,False,other,chauve,48.0000,2.0000,chauve,6,chauve,6
French,fra,fra,corroded,corrodé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5000,True,trill,True,False,other,corrodé,48.0000,2.0000,corodé,6,corodé,6
French,fra,fra,creamy,crémeux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.8000,False,trill,True,False,other,crémeux,48.0000,2.0000,crémeux,7,crémeux,7
French,fra,fra,chalky,crayeux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.1000,False,trill,True,False,other,crayeux,48.0000,2.0000,crayeux,7,crayeux,7
French,fra,fra,varnished,verni,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.7000,False,trill,True,False,other,verni,48.0000,2.0000,verni,5,verni,5
French,fra,fra,oily,huileux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,trill,False,True,other,huileux,48.0000,2.0000,huileux,7,huileux,7
French,fra,fra,lubricated,lubrifié,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,trill,True,True,other,lubrifié,48.0000,2.0000,lubrifié,8,lubrifié,8
French,fra,fra,papery,parcheminé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.2000,False,trill,True,False,other,parcheminé,48.0000,2.0000,parcheminé,10,parcheminé,10
French,fra,fra,perforated,perforé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.4000,True,trill,True,False,other,perforé,48.0000,2.0000,perforé,7,perforé,7
French,fra,fra,scaly,écailleux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,1.9000,True,trill,False,True,other,écailleux,48.0000,2.0000,écaileux,8,écaileux,8
French,fra,fra,dusty,poussiéreux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.8000,False,trill,True,False,other,poussiéreux,48.0000,2.0000,pousiéreux,10,pousiéreux,10
French,fra,fra,crisp,croustillant,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.0000,True,trill,True,True,other,croustillant,48.0000,2.0000,croustilant,11,croustilant,11
French,fra,fra,fibrous,fibreux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.3000,True,trill,True,False,other,fibreux,48.0000,2.0000,fibreux,7,fibreux,7
French,fra,fra,silky,soyeux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.9000,False,trill,False,False,other,soyeux,48.0000,2.0000,soyeux,6,soyeux,6
French,fra,fra,smooth,lisse,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9000,False,trill,False,True,other,lisse,48.0000,2.0000,lise,4,lise,4
French,fra,fra,bristly,hérissé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.4000,True,trill,True,False,other,hérissé,48.0000,2.0000,hérisé,6,hérisé,6
French,fra,fra,granular,granulaire,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5000,True,trill,True,True,other,granulaire,48.0000,2.0000,granulaire,10,granulaire,10
French,fra,fra,rocky,rocheux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.8000,True,trill,True,False,other,rocheux,48.0000,2.0000,rocheux,7,rocheux,7
French,fra,fra,barbed,barbelé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3000,True,trill,True,True,other,barbelé,48.0000,2.0000,barbelé,7,barbelé,7
French,fra,fra,hairy,poilu,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.0000,True,trill,False,True,other,poilu,48.0000,2.0000,poilu,5,poilu,5
French,fra,fra,woven,tissé,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.2000,False,trill,False,False,other,tissé,48.0000,2.0000,tisé,4,tisé,4
French,fra,fra,feathered,à plumes,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.6000,False,trill,False,True,other,à plumes,48.0000,2.0000,àplumes,7,àplumes,7
French,fra,fra,blunt,émousser,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.5000,True,trill,True,False,other,émousser,48.0000,2.0000,émouser,7,émouser,7
French,fra,fra,thorny,épineux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,5.8000,True,trill,False,False,other,épineux,48.0000,2.0000,épineux,7,épineux,7
French,fra,fra,glassy,vitreux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.3000,False,trill,True,False,other,vitreux,48.0000,2.0000,vitreux,7,vitreux,7
French,fra,fra,waxy,cireux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.6000,False,trill,True,False,other,cireux,48.0000,2.0000,cireux,6,cireux,6
French,fra,fra,greasy,graisseux,yes,Google,48.0000,2.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.1000,False,trill,True,False,other,graisseux,48.0000,2.0000,graiseux,8,graiseux,8
Frisian,fry,frr,rough,rûch,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,6.2000,True,trill,True,False,trilled,rûch,53.0000,6.0000,rûch,4,rûch,4
Frisian,fry,frr,wooden,houten,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,1.3000,True,trill,False,False,trilled,houten,53.0000,6.0000,houten,6,houten,6
Frisian,fry,frr,painted,skildere,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-3.0000,False,trill,True,True,trilled,skildere,53.0000,6.0000,skildere,8,skildere,8
Frisian,fry,frr,ceramic,keramyk,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-2.5000,False,trill,True,False,trilled,keramyk,53.0000,6.0000,keramyk,7,keramyk,7
Frisian,fry,frr,corroded,korrodearre,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,3.5000,True,trill,True,False,trilled,korrodearre,53.0000,6.0000,korodeare,9,korodeare,9
Frisian,fry,frr,chalky,kalkelich,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-1.1000,False,trill,False,True,trilled,kalkelich,53.0000,6.0000,kalkelich,9,kalkelich,9
Frisian,fry,frr,flat,flet,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-2.7000,False,trill,False,True,trilled,flet,53.0000,6.0000,flet,4,flet,4
Frisian,fry,frr,perforated,perforearre,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,0.4000,True,trill,True,False,trilled,perforearre,53.0000,6.0000,perforeare,10,perforeare,10
Frisian,fry,frr,scaly,skaly,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,1.9000,True,trill,False,True,trilled,skaly,53.0000,6.0000,skaly,5,skaly,5
Frisian,fry,frr,dusty,stoffich,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8000,False,trill,False,False,trilled,stoffich,53.0000,6.0000,stofich,7,stofich,7
Frisian,fry,frr,smooth,glêd,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9000,False,trill,False,True,trilled,glêd,53.0000,6.0000,glêd,4,glêd,4
Frisian,fry,frr,rocky,rockich,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,4.8000,True,trill,True,False,trilled,rockich,53.0000,6.0000,rockich,7,rockich,7
Frisian,fry,frr,glassy,glasich,yes,Google,53.0000,6.0000,Indo-European,Germanic,Europe,W and SW Eurasia,-4.3000,False,trill,False,True,trilled,glasich,53.0000,6.0000,glasich,7,glasich,7
Irish,gle,gle,coated,brataithe,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.8000,False,no trill,True,False,other,brataithe,53.2186,-7.6151,brataithe,9,brataithe,9
Irish,gle,gle,abrasive,scríobach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3000,True,no trill,True,False,other,scríobach,53.2186,-7.6151,scríobach,9,scríobach,9
Irish,gle,gle,slippery,sleamhain,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,no trill,False,True,other,sleamhain,53.2186,-7.6151,sleamhain,9,sleamhain,9
Irish,gle,gle,rough,garbh,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.2000,True,no trill,True,False,other,garbh,53.2186,-7.6151,garbh,5,garbh,5
Irish,gle,gle,metallic,mhiotalacha,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.9000,False,no trill,False,True,other,mhiotalacha,53.2186,-7.6151,mhiotalacha,11,mhiotalacha,11
Irish,gle,gle,shiny,lonracha,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.2000,False,no trill,True,True,other,lonracha,53.2186,-7.6151,lonracha,8,lonracha,8
Irish,gle,gle,polished,snasta,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3000,False,no trill,False,False,other,snasta,53.2186,-7.6151,snasta,6,snasta,6
Irish,gle,gle,painted,péinteáilte,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.0000,False,no trill,False,True,other,péinteáilte,53.2186,-7.6151,péinteáilte,11,péinteáilte,11
Irish,gle,gle,fine,fíneáil,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.2000,False,no trill,False,True,other,fíneáil,53.2186,-7.6151,fíneáil,7,fíneáil,7
Irish,gle,gle,beaded,feirbthe,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.0000,True,no trill,True,False,other,feirbthe,53.2186,-7.6151,feirbthe,8,feirbthe,8
Irish,gle,gle,sandy,ghainmheach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.9000,True,no trill,False,False,other,ghainmheach,53.2186,-7.6151,ghainmheach,11,ghainmheach,11
Irish,gle,gle,ceramic,ceirmeach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.5000,False,no trill,True,False,other,ceirmeach,53.2186,-7.6151,ceirmeach,9,ceirmeach,9
Irish,gle,gle,flat,árasán,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.7000,False,no trill,True,False,other,árasán,53.2186,-7.6151,árasán,6,árasán,6
Irish,gle,gle,etched,eitseáilte,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.8000,True,no trill,False,True,other,eitseáilte,53.2186,-7.6151,eitseáilte,10,eitseáilte,10
Irish,gle,gle,oily,olacha,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,no trill,False,True,other,olacha,53.2186,-7.6151,olacha,6,olacha,6
Irish,gle,gle,perforated,bréifneach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.4000,True,no trill,True,False,other,bréifneach,53.2186,-7.6151,bréifneach,10,bréifneach,10
Irish,gle,gle,cracked,scáinte,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5000,True,no trill,False,False,other,scáinte,53.2186,-7.6151,scáinte,7,scáinte,7
Irish,gle,gle,granular,gráinneach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5000,True,no trill,True,False,other,gráinneach,53.2186,-7.6151,gráineach,9,gráineach,9
Irish,gle,gle,rocky,creagach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.8000,True,no trill,True,False,other,creagach,53.2186,-7.6151,creagach,8,creagach,8
Irish,gle,gle,woven,fite,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.2000,False,no trill,False,False,other,fite,53.2186,-7.6151,fite,4,fite,4
Irish,gle,gle,glassy,gloineach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.3000,False,no trill,False,True,other,gloineach,53.2186,-7.6151,gloineach,9,gloineach,9
Irish,gle,gle,greasy,gréisceach,no,Google,53.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.1000,False,no trill,True,False,other,gréisceach,53.2186,-7.6151,gréisceach,10,gréisceach,10
Galician,glg,glg,velvety,aveludado,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3000,False,mixed with trill,False,True,NA,aveludado,43.0000,-8.0000,aveludado,9,aveludado,9
Galician,glg,glg,coated,revestido,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.8000,False,mixed with trill,True,False,NA,revestido,43.0000,-8.0000,revestido,9,revestido,9
Galician,glg,glg,abrasive,abrasivo,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,6.3000,True,mixed with trill,True,False,NA,abrasivo,43.0000,-8.0000,abrasivo,8,abrasivo,8
Galician,glg,glg,slippery,esvaradío,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,mixed with trill,True,False,NA,esvaradío,43.0000,-8.0000,esvaradío,9,esvaradío,9
Galician,glg,glg,metallic,metálico,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-1.9000,False,mixed with trill,False,True,NA,metálico,43.0000,-8.0000,metálico,8,metálico,8
Galician,glg,glg,polished,pulido,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3000,False,mixed with trill,False,True,NA,pulido,43.0000,-8.0000,pulido,6,pulido,6
Galician,glg,glg,painted,pintado,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.0000,False,mixed with trill,False,False,NA,pintado,43.0000,-8.0000,pintado,7,pintado,7
Galician,glg,glg,frayed,deshilachado,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.8000,False,mixed with trill,False,True,NA,deshilachado,43.0000,-8.0000,deshilachado,12,deshilachado,12
Galician,glg,glg,gelatinous,xelatinosa,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.2000,False,mixed with trill,False,True,NA,xelatinosa,43.0000,-8.0000,xelatinosa,10,xelatinosa,10
Galician,glg,glg,bald,calvo,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.1000,False,mixed with trill,False,True,NA,calvo,43.0000,-8.0000,calvo,5,calvo,5
Galician,glg,glg,corroded,corroído,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.5000,True,mixed with trill,True,False,NA,corroído,43.0000,-8.0000,coroído,7,coroído,7
Galician,glg,glg,craterous,craterosa,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.6000,True,mixed with trill,True,False,NA,craterosa,43.0000,-8.0000,craterosa,9,craterosa,9
Galician,glg,glg,creamy,cremoso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.8000,False,mixed with trill,True,False,NA,cremoso,43.0000,-8.0000,cremoso,7,cremoso,7
Galician,glg,glg,slimy,baboso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.2000,False,mixed with trill,False,False,NA,baboso,43.0000,-8.0000,baboso,6,baboso,6
Galician,glg,glg,oily,aceitosa,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,mixed with trill,False,False,NA,aceitosa,43.0000,-8.0000,aceitosa,8,aceitosa,8
Galician,glg,glg,lubricated,lubricado,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.2000,False,mixed with trill,True,True,NA,lubricado,43.0000,-8.0000,lubricado,9,lubricado,9
Galician,glg,glg,perforated,perforado,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.4000,True,mixed with trill,True,False,NA,perforado,43.0000,-8.0000,perforado,9,perforado,9
Galician,glg,glg,dusty,polvoriento,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-0.8000,False,mixed with trill,True,True,NA,polvoriento,43.0000,-8.0000,polvoriento,11,polvoriento,11
Galician,glg,glg,rugged,accidentado,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.0000,True,mixed with trill,False,False,NA,accidentado,43.0000,-8.0000,acidentado,10,acidentado,10
Galician,glg,glg,fibrous,fibroso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,2.3000,True,mixed with trill,True,False,NA,fibroso,43.0000,-8.0000,fibroso,7,fibroso,7
Galician,glg,glg,silky,sedoso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.9000,False,mixed with trill,False,False,NA,sedoso,43.0000,-8.0000,sedoso,6,sedoso,6
Galician,glg,glg,grainy,graino,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,3.9000,True,mixed with trill,True,False,NA,graino,43.0000,-8.0000,graino,6,graino,6
Galician,glg,glg,rocky,rochoso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,4.8000,True,mixed with trill,True,False,NA,rochoso,43.0000,-8.0000,rochoso,7,rochoso,7
Galician,glg,glg,hairy,peludo,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,0.0000,True,mixed with trill,False,True,NA,peludo,43.0000,-8.0000,peludo,6,peludo,6
Galician,glg,glg,thorny,espiñento,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,5.8000,True,mixed with trill,False,False,NA,espiñento,43.0000,-8.0000,espiñento,9,espiñento,9
Galician,glg,glg,glassy,vidrioso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-4.3000,False,mixed with trill,True,False,NA,vidrioso,43.0000,-8.0000,vidrioso,8,vidrioso,8
Galician,glg,glg,waxy,ceroso,yes,Google,43.0000,-8.0000,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-3.6000,False,mixed with trill,True,False,NA,ceroso,43.0000,-8.0000,ceroso,6,ceroso,6
Croatian,hrv; srp,hrv,ridged,grebenast,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.1000,True,trill,True,False,NA,grebenast,44.0000,19.0000,grebenast,9,grebenast,9
Croatian,hrv; srp,hrv,velvety,baršunast,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.3000,False,trill,True,False,NA,baršunast,44.0000,19.0000,baršunast,9,baršunast,9
Croatian,hrv; srp,hrv,coated,premazan,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-2.8000,False,trill,True,False,NA,premazan,44.0000,19.0000,premazan,8,premazan,8
Croatian,hrv; srp,hrv,ribbed,rebrast,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.4000,True,trill,True,False,NA,rebrast,44.0000,19.0000,rebrast,7,rebrast,7
Croatian,hrv; srp,hrv,stubbly,strnjikav,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5.0000,True,trill,True,False,NA,strnjikav,44.0000,19.0000,strnjikav,9,strnjikav,9
Croatian,hrv; srp,hrv,gnarled,kvrgav,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.4000,True,trill,True,False,NA,kvrgav,44.0000,19.0000,kvrgav,6,kvrgav,6
Croatian,hrv; srp,hrv,lacy,čipkan,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.4000,False,trill,False,False,NA,čipkan,44.0000,19.0000,čipkan,6,čipkan,6
Croatian,hrv; srp,hrv,abrasive,abraziv,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,6.3000,True,trill,True,False,NA,abraziv,44.0000,19.0000,abraziv,7,abraziv,7
Croatian,hrv; srp,hrv,bony,koščat,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.5000,True,trill,False,False,NA,koščat,44.0000,19.0000,koščat,6,koščat,6
Croatian,hrv; srp,hrv,slippery,klizav,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.2000,False,trill,False,True,NA,klizav,44.0000,19.0000,klizav,6,klizav,6
Croatian,hrv; srp,hrv,knobby,kvrgast,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.6000,True,trill,True,False,NA,kvrgast,44.0000,19.0000,kvrgast,7,kvrgast,7
Croatian,hrv; srp,hrv,wooden,drven,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,1.3000,True,trill,True,False,NA,drven,44.0000,19.0000,drven,5,drven,5
Croatian,hrv; srp,hrv,metallic,metalik,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.9000,False,trill,False,True,NA,metalik,44.0000,19.0000,metalik,7,metalik,7
Croatian,hrv; srp,hrv,fine,fino,yes,Google,44.0000,19.0000,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.2000,False,trill,False,False,NA,fino,44.0000,19.0000,fino,4,fino,4
